label;genre;origin
Eavan;F;irish
Ebba;F;english, german
Ebbe;M;german, scandinavian
Eben;M;
Ebenezer;M;biblical, english
Eber;M;irish
Eberardo;M;spanish
Eberhard;M;german
Ebert;M;
Ebony;F;english
Ebrahim;M;indian
Ecaterina;F;romanian
Ece;F;turkish
Echo;F;greek mythology
Eckbert;M;german
Eckehard;M;german
Eckhard;M;german
Ed;M;english
Edan;M;irish, scottish
Edana;F;
Edda;F;italian
Eddie;M,F;english
Eddy;M;english
Edelmira;F;spanish
Eden;F,M;biblical, english
Edgar;M;english, french
Edgard;M;french
Edgardo;M;spanish
Edie;F;english
Edina;F;hungarian
Edison;M;english
Edit;F;hungarian
Edita;F;czech, slovene
Edite;F;portuguese
Edith;F;english
Edm;F;scottish
Edmond;M;french
Edmonda;F;
Edmondo;M;italian
Edmund;M;english, german
Edmundo;M;spanish, portuguese
Edna;F;irish, scottish
Edoardo;M;italian
Edom;M;biblical
Edouard;M;
Edric;M;english
Edsel;M;
Eduard;M;german
Eduarda;F;portuguese
Eduardo;M;spanish, portuguese
Edurne;F;basque
Edvard;M;scandinavian, hungarian, russian, slovene
Edvige;F;italian
Edward;M;english, polish
Edweena;F;english
Edwena;F;english
Edwige;F;french
Edwin;M;english
Edwina;F;english
Edwyn;M;english
Edwyna;F;english
Edyta;F;polish
Edytha;F;english
Edythe;F;english
Eerikki;M;finnish
Eero;M;finnish
Eetu;M;finnish
Eeva;F;finnish
Effie;F;scottish, english
Efisio;M;italian
Efra;M;spanish
Efraim;M;jewish, biblical (variant)
Efstathios;M;greek
Efua;F;african
Egbert;M;english
Egidio;M;italian
Egil;M;scandinavian
Eglantine;F;english
Egon;M;german
Ehud;M;biblical, jewish
Eibhl;F;irish
Eideard;M;scottish
Eidel;F;jewish
Eil;F;irish
Eileen;F;irish, english
Eilert;M;frisian, scandinavian
Eilidh;F;scottish
Eilish;F;irish
Eiluned;F;welsh
Eilwen;F;welsh
Eimhir;F;scottish
Einar;M;scandinavian
Einion;M;welsh
Einr;M;irish
Eira;F;welsh
Eiran;M;
Eireann;F;english, irish
Eireen;F;english, irish
Eirene;F;greek mythology, ancient greek
Eirian;F;welsh
Eirik;M;norwegian
Eirlys;F;welsh
Eirwen;F;welsh
Eitan;M;jewish
Eithne;F;irish, scottish
Ekaterina;F;russian, bulgarian, macedonian
Ekewaka;M;hawaiian
Ekin;F;turkish
Ekkehardt;M;german
Ekua;F;african
Ekwueme;M;african
El;M,F;
Ela;F;
Eladio;M;spanish
Elain;F;welsh
Elaine;F;english
Elario;M;
Elba;F;
Elbert;M;
Elda;F;italian
Elder;M;portuguese
Eldon;M;english
Eldred;M;english
Eldreda;F;english
Elea;F;english
Eleanor;F;english
Eleanora;F;english
Eleanore;F;english
Eleazar;M;biblical
Electra;F;greek mythology (latinized)
Eleftheria;F;greek
Eleftherios;M;greek
Elek;M;hungarian
Elen;F;welsh
Elena;F;italian, spanish, russian, bulgarian, romania
Elene;F;greek
Eleni;F;greek
Elenora;F;english
Eleonoora;F;finnish
Eleonor;F;english
Eleonora;F;italian
Eleonore;F;german
Eleri;F;welsh
Elettra;F;italian
Eleuterio;M;spanish, portuguese
Eleutherius;M;ancient greek (latinized)
Elfa;F;
Elfleda;F;english
Elfreda;F;english
Elfrida;F;english
Elfriede;F;german
Elhadj;M;
Eli;M;jewish, english, biblical
Elia;M,F;italian
Eliahou;M;
Elian;M;spanish
Eliana;F;italian, spanish
Eliane;F;
Elias;M;greek, spanish, portuguese, finnish, hungaria
Elicia;F;english
Elidi;F;
Elie;M;
Eliel;M;
Eliette;F;
Eliezer;M;biblical
Elif;F;
Eligia;F;italian, spanish
Eligio;M;italian, spanish
Elihu;M;biblical
Eliina;F;finnish
Eliisa;F;finnish
Elijah;M;english, jewish, biblical
Elikapeka;F;hawaiian
Elin;F;scandinavian
Elina;F;finnish
Eline;F;
Elinor;F;english
Elio;M;
Elior;M;
Eliora;F;
Eliot;M;english
Eliott;M;english
Eliphalet;M;biblical (variant)
Eliphelet;M;biblical
Elisa;F;english, german, italian
Elisabet;F;scandinavian
Elisabeta;F;romanian
Elisabeth;F;english, german, french, scandinavian, biblic
Elisabetta;F;italian
Elisavet;F;greek
Elisaveta;F;macedonian
Elise;F;english
Eliseo;M;italian, spanish
Elisha;M;biblical
Elisheba;F;biblical
Elisheva;F;jewish
Elissa;F;english
Elisud;M;welsh
Elita;F;
Eliud;M;biblical
Eliyahu;M;jewish
Eliza;F;english
Elizabeta;F;slovene
Elizabeth;F;english, biblical
Elizaveta;F;russian
Elkan;M;jewish
Elkanah;M;biblical
Elke;F;dutch, frisian
Ella;F;english
Ellar;M;scottish
Elle;F;english
Ellen;F;english
Ellery;M,F;english
Elli;F;german, finnish
Ellie;F;english
Elliot;M;english
Elliott;M;english
Ellis;M;english, welsh
Elly;F;english
Elma;F;
Elmas;F;turkish
Elmer;M;english
Elmira;F;english
Elmo;M;italian
Elnathan;M;biblical
Elnora;F;english
Eloan;M;
Eloane;F;
Elodia;F;spanish
Elodie;F;
Elof;M;swedish
Eloi;M;french
Eloisa;F;italian, spanish
Eloïse;F;english
Elona;F;
Elone;M;
Elora;F;
Elouan;M;
Elouise;F;english
Elov;M;swedish
Eloy;M;spanish
Elpida;F;greek
Elpidio;M;italian, spanish, portuguese
Elpidius;M;late roman
Elpis;F;ancient greek
Elric;M;english
Elrond;M;literature
Elroy;M;english
Elsa;F;english, german, swedish
Elsabeth;F;
Elsdon;M;english
Else;F;danish, norwegian, german
Elsie;F;english
Elspet;F;english, scottish
Elspeth;F;english, scottish
Elton;M;english
Eluf;M;danish
Eluned;F;welsh
Elva;F;
Elvin;M;english
Elvina;F;
Elvira;F;spanish
Elvire;F;
Elvis;M;english
Elwin;M;english
Elwood;M;english
Elwyn;M;english
Ely;M,F;
Elya;F;
Elyas;M;
Elyes;M;
Elyne;F;
Elyse;F;
Elysia;F;
Elyssa;F;
Elzbieta;F;polish
Em;F;english
Ema;F;
Emanuel;M;scandinavian
Emanuele;M;italian
Emel;F;turkish
Emelie;F;swedish
Emelina;F;english, spanish
Emeline;F;french
Emely;F;english
Emer;F;irish, irish mythology
Emerald;F;english
Emeric;M;
Emerson;M;english
Emery;M;english
Emi;F;japanese
Emidio;M;italian
Emie;F;
Emil;M;german, scandinavian, czech, hungarian, roman
Emile;M;
Emilee;F;english (modern)
Emilia;F;italian, spanish, portuguese, romanian
Emilian;M;
Emiliana;F;italian, spanish, portuguese
Emiliano;M;spanish, italian
Emilie;F;german
Emilien;M;
Emilio;M;italian, spanish, portuguese
Emily;F;english
Emine;F;turkish
Emir;M;
Emlyn;M;welsh
Emma;F;english, french, italian
Emmaline;F;english
Emmanouil;M;greek
Emmanuel;M;biblical, french, english
Emmanuella;F;
Emmanuelle;F;french
Emmeline;F;english
Emmerich;M;german
Emmerson;M;english
Emmet;M;english
Emmett;M;english
Emmie;F;english
Emmy;F;english
Emna;F;
Emory;M;english
Emrys;M;welsh
Emy;F;
Emyr;M;welsh
Ena;F;irish
Encarnacion;F;spanish
Endre;M;hungarian
Enfys;M,F;welsh
Engel;M;german
Engelbert;M;german
Engin;M;turkish
Enguerrand;M;
Enid;F;welsh, welsh mythology
Eniola;M;african
Enitan;M;african
Ennio;M;italian
Ennis;F,M;irish
Enoch;M;biblical
Enok;M;scandinavian
Enola;F;english
Enora;F;
Enos;M;biblical (variant)
Enosh;M;biblical
Enric;M;catalan
Enrica;F;italian
Enrico;M;italian
Enrique;M;spanish
Enu;M,F;african
Enya;F;irish
Enyo;F;greek mythology
Enzo;M;italian
Eoforhild;F;anglo-saxon
Eoghan;M;irish, scottish
Eoin;M;irish, scottish
Eos;F;greek mythology
Eowyn;F;literature
Epaphras;M;biblical, ancient greek
Epaphroditos;M;ancient greek
Ephra;M;
Ephraïm;M;biblical, jewish
Epifanio;M;spanish
Epiktetos;M;ancient greek
Epiphany;F;english
Epona;F;celtic mythology
Eppie;F;english
Era;F;
Eran;M;biblical
Erasmus;M;
Erastus;M;biblical
Erato;F;greek mythology
Ercole;M;italian
Ercwlff;M;welsh
Erdem;M;turkish
Erdmann;M;german
Erebus;M;greek mythology (latinized)
Eren;M;turkish
Erez;M;jewish
Erhard;M;german
Eric;M;english, french
Erica;F;english
Erich;M;german
Erick;M;english
Ericka;F;english
Erik;M;scandinavian, czech
Erika;F;german, scandinavian, hungarian, czech
Erin;F;english, irish
Erine;F;
Eris;F;greek mythology
Erishkigal;F;near eastern mythology
Erkki;M;finnish
Erland;M;swedish, danish
Erle;M;english
Erlend;M;norwegian, danish
Erma;F;
Ermanno;M;italian
Ermenegilde;M;french
Ermenegildo;M;italian
Ermentraud;F;german
Ermentraude;F;german
Ermete;F;italian
Ermintrude;F;english
Ermolai;M;russian
Ermtraud;F;german
Ern;M;english
Erna;F;german
Ernest;M;english
Ernesta;F;italian, spanish, english
Ernestine;F;english
Ernesto;M;italian, spanish, portuguese
Ernie;M;english
Ernst;M;german, dutch
Eros;M;greek mythology
Errol;M;english
Erskine;M;scottish, irish, english
Ervin;M;hungarian
Ervins;M;latvian
Erwan;M;breton
Erwann;M;
Erwin;M;german
Erykah;F;english (modern)
Eryn;F;english
Erzsi;F;hungarian
Esa;M;finnish
Esaias;M;biblical
Esau;M;biblical
Esdras;M;biblical
Eseld;F;cornish
Eser;F,M;turkish
Eshe;F;african
Esi;F;african
Esin;F;turkish
Esm;M,F;french
Esmail;M;indian
Esmaralda;F;english
Esmeralda;F;spanish, english
Esmond;M;english
Esmund;M;english
Esperanta;F;esperanto
Esperanza;F;spanish
Espiridion;M;spanish
Essa;F;
Essence;F;english
Essie;F;english
Esta;F;english
Estachio;M;italian
Estavan;M;spanish
Esteban;M;
Estee;F;
Estefan;F;spanish
Estela;F;portuguese
Estella;F;english
Estelle;F;english
Ester;F;scandinavian
Esteri;F;finnish
Estev;M;portuguese
Esteve;M;catalan
Esther;F;english, jewish, french, biblical
Estrella;F;spanish
Esyllt;F;welsh
Eszter;F;hungarian
Eszti;F;hungarian
Etel;F;hungarian
Etelka;F;hungarian
Ethalyn;F;english
Ethan;M;jewish, english, biblical
Ethann;M;
Ethel;F;english
Ethelbert;M;anglo-saxon (latinized)
Etheldreda;F;anglo-saxon (latinized)
Ethelinda;F;anglo-saxon
Ethelred;M;anglo-saxon (latinized)
Ethna;F;irish
Ethne;F;irish
Etienne;M;
Etna;F;irish
Etta;F;english
Ettie;F;english
Ettore;M;italian
Etzel;M;german
Euan;M;scottish
Euclid;M;ancient greek (anglicized)
Eudocia;F;ancient greek (latinized)
Eudora;F;english
Eudoxia;F;ancient greek
Eufemia;F;italian, spanish, portuguese
Eugen;M;german, romanian
Eugène;M;english
Eugenia;F;italian, spanish, romanian, english
Eugenie;F;
Eugenio;M;italian, spanish
Eula;F;english
Eulalia;F;english, italian, spanish
Eulalie;F;french
Eulia;F;
Eumelia;F;ancient greek
Eunice;F;biblical, english, ancient greek (latinized)
Euphemia;F;ancient greek, english
Euphranor;M;ancient greek
Euphrosyne;F;greek mythology
Euripides;M;ancient greek
Eurydice;F;greek mythology (latinized)
Eusebio;M;spanish, portuguese, italian
Eusebios;M;ancient greek
Eusebius;M;ancient greek (latinized)
Eustace;M;english
Eustache;M;french
Eustacia;F;
Eustaquio;M;spanish, portuguese
Eustathios;M;greek, ancient greek
Euterpe;F;greek mythology
Euthalia;F;ancient greek, greek
Euthymius;M;ancient greek (latinized)
Eutropia;F;ancient greek (latinized)
Eutropio;M;spanish
Eutropius;M;ancient greek (latinized)
Eutychius;M;ancient greek (latinized)
Eutychos;M;ancient greek
Eva;F;italian, spanish, portuguese, english, german
Evadne;F;greek mythology
Evaline;F;english
Evalyn;F;english
Evan;M;welsh, english
Evander;M;greek mythology (latinized), roman mythology,
Evangelina;F;english, bulgarian
Evangeline;F;english
Evangelos;M;greek
Evann;M;
Evaristo;M;spanish, italian, portuguese
Evaristus;M;ancient greek (latinized)
Evdokia;F;greek
Evdokiya;F;russian, bulgarian
Eve;F;english, french, biblical
Eveleen;F;english
Eveliina;F;finnish
Evelina;F;english, italian
Eveline;F;english
Evelyn;F,M;english
Everard;M;english
Everett;M;english
Everette;M,F;english
Everild;F;
Everitt;M;english
Evert;M;german
Evette;F;french, english
Evfemia;F;greek
Evfrosyne;F;greek
Evgeni;M;russian
Evgenia;F;greek
Evgeniya;F;russian
Evgeny;M;russian
Evie;F;english
Evita;F;spanish
Evonne;F;
Evpraksiya;F;russian
Evrard;M;french
Evron;M;jewish
Evstathios;M;greek
Evthalia;F;greek
Evy;F;
Ewa;F;polish
Ewald;M;german
Ewan;M;scottish
Ewart;M;english
Ewen;M;scottish
Ewenn;M;
Eya;F;
Eyal;M;
Eytan;M;
Eythan;M;
Ezar;M;
Ezekiel;M;biblical, english
Ezio;M;
Ezra;M;biblical, english, jewish
Eztebe;M;basque
Faas;M;dutch
Fab;M;hungarian
Fabia;F;ancient roman, italian
Fabian;M;english, german, dutch, polish
Fabiana;F;italian, spanish, portuguese
Fabiano;M;italian
Fabien;M;french
Fabienne;F;french
Fabio;M;italian, spanish, portuguese
Fabiola;F;italian, french, german
Fabius;M;ancient roman
Fabrice;M;french
Fabricio;M;spanish, portuguese
Fabrizia;F;italian
Fabrizio;M;italian
Fachtna;M;irish, irish mythology
Faddei;M;russian
Fadi;M;arabic
Fadia;F;arabic
Fadil;M;arabic
Fadila;F;arabic
Fadl;M;arabic
Fady;M;
Fae;F;english
Fahd;M;arabic
Fahim;M;arabic
Fahima;F;arabic
Fahmida;F;indian
Faiga;F;jewish
Faigel;F;jewish
Fairuza;F;arabic
Faith;F;english
Faithe;F;english (modern)
Faivish;M;jewish
Faizel;M;arabic
Fajra;F;esperanto
Fakhri;M;arabic
Fakhriyya;F;arabic
Falk;M;jewish
Fallou;M;
Fancy;F;english
Fane;M;romanian
Fannie;F;english
Fanny;F;english
Fanta;F;
Fantine;F;
Faol;M;irish
Far;M;
Farag;M;arabic
Farah;F;arabic
Faraj;M;arabic
Faramond;M;
Fardoos;F;arabic
Fareed;M;indian
Fares;M;
Farid;M;arabic
Farida;F;arabic
Fariha;F;arabic
Faris;M;arabic
Farley;M;english
Faron;M;english
Farooq;M;arabic
Farouk;M;arabic
Farquhar;M;irish, scottish
Farrah;F;arabic
Farran;M;english
Farrell;M;english
Faruq;M;arabic
Fastred;M;
Fathi;M;arabic
Fathiyya;F;arabic
Fatim;F;
Fatima;F;arabic, portuguese
Fatima-Zahra;F;
Fatimata;F;
Fatin;F;arabic
Fatma;F;arabic
Fatou;F;
Fatouma;F;
Fatoumata;F;
Fauna;F;roman mythology
Faunus;M;roman mythology
Fausta;F;italian, ancient roman
Faustina;F;ancient roman, italian
Faustine;F;french
Fausto;M;italian, spanish, portuguese
Faustus;M;ancient roman
Fawn;F;english
Fawzi;M;arabic
Fawziyya;F;arabic
Fay;F;english
Faye;F;english
Fayiz;M;arabic
Fayruz;F;arabic
Faysal;M;arabic
Fayvel;M;jewish
Fayza;F;arabic
Fearchar;M;irish, scottish
Feardorcha;M;irish
Fearghal;M;irish
Fearghas;M;irish, scottish
Fech;M;irish
Fedele;M;italian
Fedelma;F;irish
Federica;F;italian
Federico;M;spanish, italian
Federigo;M;spanish
Fedora;F;russian
Fedot;M;russian
Fedya;M;russian
Feich;M;irish
Feidhelm;F;irish
Feidhlim;M;irish
Feidhlimidh;M;irish
Feige;F;jewish
Feivel;M;jewish
Felice;M;italian
Felicia;F;ancient roman, english, italian, hungarian
Feliciana;F;spanish, italian, ancient roman
Feliciano;M;italian, spanish, portuguese
Felicidad;F;spanish
Felicidade;F;portuguese
Felicie;F;german
Felicien;M;french
Felicienne;F;french
Felicite;F,M;
Felicity;F;english
Felim;M;irish
Felina;F;
Felipa;F;spanish, portuguese
Felipe;M;spanish, portuguese
Feliu;M;catalan
Felix;M;english, german, romanian, ancient roman, bib
Femi;M;african
Femie;F;english
Femke;F;dutch
Fenella;F;scottish
Fenton;M;english
Feodor;M;russian
Feodora;F;russian
Feofilakt;M;russian
Ferapont;M;russian
Ferdie;M;english
Ferdinand;M;english, german, french, czech
Ferdinanda;F;italian, german, czech, english
Ferdinando;M;italian
Ferdy;M;english
Ferenc;M;hungarian
Fergal;M;irish
Fergie;M,F;scottish
Fergus;M;irish, scottish
Feri;M;hungarian
Feriel;F;
Ferko;M;hungarian
Fermin;M;spanish
Fern;M,F;portuguese, english
Fernand;M;french
Fernanda;F;spanish, portuguese
Fernande;F;french
Fernando;M;spanish, portuguese
Ferne;F;english (modern)
Feroze;M;arabic
Ferran;M;catalan
Ferrer;M;
Ferruccio;M;italian
Feryel;F;
Fester;M;german
Festus;M;ancient roman, biblical
Ffion;F;welsh
Ffraid;F;welsh
Fiachna;M;irish
Fiachra;M;irish, irish mythology
Fiacre;M;french
Fiammetta;F;italian
Fidan;F;turkish
Fidda;F;arabic
Fidel;M;spanish
Fidelia;F;
Fidelis;M;ancient roman
Fidelma;F;irish
Fido;M;english
Fiera;F;esperanto
Fife;M;scottish
Fifi;F;french
Fihr;M;arabic
Fikri;M;arabic
Fikriyya;F;arabic
Filander;M;
Filat;M;russian
Filbert;M;
Filep;M;hungarian
Filib;M;scottish
Filibert;M;
Filiberto;M;italian
Filip;M;scandinavian, dutch, czech, bulgarian, polish
Filipa;F;russian, polish, czech
Filipe;M;portuguese
Filippo;M;italian
Fillin;M;irish
Filomena;F;italian, spanish, portuguese
Fina;F;english
Finbar;M;irish
Findlay;M;
Finella;F;scottish
Fingal;M;scottish
Fingall;M;scottish
Finlay;M;irish, scottish
Finley;M;irish, scottish
Finn;M;irish
Finnbar;M;irish
Finnegan;M;english
Finnguala;F;irish, irish mythology
Finnian;M;irish
Finola;F;irish, scottish
Fintan;M;irish
Fion;M;irish
Fiona;F;scottish
Fionn;M;irish, irish mythology
Fionnbharr;M;irish
Fionnghall;M;scottish
Fionnghuala;F;irish, irish mythology
Fionnlagh;M;irish, scottish
Fionnt;M;irish, scottish
Fionnuala;F;irish
Fionola;F;irish, scottish
Fioralba;F;italian
Fiorella;F;italian
Fiorenza;F;italian
Fiorenzo;M;italian
Firas;M;
Firdaus;M;iranian, indian
Firdaws;F;
Firdos;M;indian
Firenze;F;
Firmin;M;french
Firmino;M;italian
Firoz;M;arabic
Fishel;M;jewish
Fishke;M;jewish
Fitz;M;english
Fitzroy;M;english
Fizza;F;arabic
Flaithr;M;irish
Flann;M,F;irish
Flannan;M,F;irish
Flavia;F;italian, ancient roman
Flavian;M;
Flavie;F;french
Flavien;M;
Flavio;M;italian, spanish, portuguese
Flavius;M;ancient roman
Flemming;M;danish
Fletcher;M;english
Fleur;F;english
Fleuretta;F;english
Flick;F;english
Flip;M;english
Flo;F;english
Floella;F;english (modern)
Flora;F;english, german, italian, roman mythology
Flore;F;
Florence;F;
Florencio;M;spanish, portuguese
Florent;M;
Florentin;M;french
Florentina;F;italian, english, ancient roman
Floretta;F;
Florette;F;french
Florian;M;german, polish, french
Floriana;F;italian
Floriane;F;
Florianne;F;french
Floriano;M;italian
Florin;M;romanian
Florinda;F;english
Florine;F;
Floris;M;dutch
Florrie;F;english
Florry;M;irish
Flossie;F;english
Flower;F;english
Floyd;M;english
Flurry;M;irish
Fod;M;
Fode;M;
Foka;M;russian
Folami;M;african
Folant;M;welsh
Folke;M;scandinavian
Foma;M;russian
Fonsie;M;
Forbes;M;scottish
Ford;M;english
Forest;M;english
Forrest;M;english
Fortunata;F;italian, spanish, portuguese, ancient roman
Fortunato;M;italian, spanish, portuguese
Fortune;F;english
Foster;M;english
Fotis;M;greek
Fouad;M;arabic
Foucauld;M;
Fox;M;english
Fran;F;english
Franc;M;slovene
Franca;F;italian
France;M;english
Francene;F;english
Frances;F;english
Francesca;F;italian
Francesco;M;italian
Franci;F;hungarian
Francine;F;french, english
Francis;M;
Francisca;F;spanish, portuguese
Francisco;M;spanish, portuguese
Franciscus;M;late roman
Franciska;F;hungarian, slovene
Franck;M;french
Franco;M;italian
François;M;
Frang;M;scottish
Frangag;F;scottish
Frank;M;english
Frankie;M,F;english
Franklin;M;english
Franklyn;M;english
Frannie;F;english
Frans;M;dutch, scandinavian
Franseza;F;breton
Frantisek;M;czech
Frantiska;F;czech
Franz;M;german
Franziska;F;german
Fraser;M;scottish, english
Frauke;F;german
Fravardin;M;
Frazier;M;scottish, english
Frea;F;
Fred;M;english
Freda;F;jewish, english
Freddie;M,F;english
Freddy;M;english
Frederic;M;
Frederica;F;english, portuguese
Frederick;M;english
Frederico;M;portuguese
Frederik;M;danish
Frederikke;F;danish
Fredo;M;italian
Fredrick;M;english
Fredrik;M;swedish
Freek;M;dutch
Freeman;M;english
Freja;F;swedish
Frey;M;norse mythology
Freya;F;norse mythology
Freyde;F;jewish
Freyr;M;norse mythology
Frida;F;swedish, hungarian
Frideswide;F;anglo-saxon
Fridrik;M;hungarian
Fridtjof;M;scandinavian
Frieda;F;english
Friede;F;german
Friedemann;M;german
Friederike;F;german
Friedhelm;M;german
Friedhold;M;german
Friedrich;M;german
Frigg;F;norse mythology
Frigyes;M;hungarian
Fritjof;M;scandinavian
Fritz;M;german
Fritzi;F;german
Frode;M;danish, norwegian
Fruma;F;jewish
Fryderyk;M;polish
Fu;M;chinese
Fuad;M;arabic
Fulbert;M;
Fulgencio;M;spanish
Fulgenzio;M;italian
Fulk;M;english
Fulke;M;english
Fulton;M;english
Fulvia;F;italian, ancient roman
Fulvio;M;italian
Fyfe;M;scottish
Fyodor;M;russian
Ga;F,M;
Gabby;M,F;english
Gabe;M;english
Gabi;M;hungarian, romanian
Gabin;M;
Gabino;M;spanish
Gabir;M;arabic
Gabr;M;arabic
Gabriel;M;english, french, german, spanish, portuguese,
Gabriela;F;portuguese, romanian
Gabriele;F;german
Gabriella;F;italian, hungarian
Gabrielle;F;french, english
Gad;M;biblical
Gadar;F;armenian
Gae;F;english
Gaea;F;greek mythology (latinized)
Gaël;M;
Gaëlle;F;
Gaenor;F;english
Gaëtan;M;
Gaetana;F;italian
Gaetane;F;french
Gaetano;M;italian
Gafar;M;arabic
Gage;M;english
Gaïa;F;greek mythology
Gail;F,M;english
Gaila;F;english
Gaius;M;ancient roman
Gaja;F;esperanto
Gal;F;jewish
Gala;F;russian
Galadriel;F;literature
Galahad;M;welsh mythology
Galal;M;arabic
Gale;M,F;english
Galen;M;english
Galia;F;jewish
Galila;F;arabic
Galina;F;russian
Gall;M;english
Gallagher;M;irish, english
Gallus;M;ancient roman
Galya;F;russian
Gamal;M,F;arabic
Gamaliel;M;biblical
Gamil;M;arabic
Gamila;F;arabic
Ganesh;M;indian, hindu mythology
Ganesha;M;indian
Garance;F;
Garbh;M;irish
Gardenia;F;english
Gareth;M;welsh, english
Garey;M;english
Garfield;M;english
Garland;M;english
Garnet;M,F;english
Garnette;F;english
Garret;M;english
Garrett;M;english
Garrick;M;english
Garry;M;english, scottish
Garsha;M;russian
Garth;M;english
Garvan;M;irish
Gary;M;english
Gaspar;M;spanish, portuguese
Gaspard;M;french
Gaspare;M;italian
Gasparo;M;italian
Gasper;M;slovene
Gaston;M;french
Gathbiyya;F;arabic
Gauhar;F;arabic
Gauri;F;indian, hindu mythology
Gautam;M;indian
Gautama;M;indian
Gauthier;M;
Gautier;M;french
Gavin;M;english, scottish, welsh
Gavino;M;italian
Gavrel;M;jewish
Gavriil;M;russian
Gavril;M;jewish
Gawahir;F;arabic
Gawain;M;welsh, welsh mythology, english
Gawdat;M;arabic
Gawel;M;polish
Gay;F;english
Gaye;F;english
Gayelord;M;english
Gayla;F;english
Gayle;F,M;english (modern)
Gaylord;M;english
Gaynor;F;english
Gazbiyya;F;arabic
Gazsi;M;hungarian
Gbemisola;F;african
Gear;M;irish
Gearalt;M;irish
Gebbert;M;german
Gebhard;M;german
Geena;F;english
Geert;M;german, dutch
Geffrey;M;english (modern)
Geltrude;F;italian
Gemariah;M;biblical
Gemini;M;roman mythology
Gemma;F;italian, english
Gena;F;english
Gene;M;english
Genesis;F;english
Genette;F;english (modern)
Geneva;F;english
Genevra;F;
Genghis;M;history
Genie;F;english
Genista;F;english
Gennadi;M;russian
Gennadius;M;ancient greek (latinized)
Gennadiy;M;russian
Gennady;M;russian
Gennaro;M;italian
Genoveffa;F;italian
Genoveva;F;spanish
Geoff;M;english
Geoffrey;M;english
Geoffroi;M;french
Geoffroy;M;
Geordie;M;english
Georg;M;german, scandinavian
George;M;english
Georgene;F;english
Georges;M;french
Georgeta;F;romanian
Georgette;F;french
Georgi;M;russian, bulgarian
Georgia;F;english
Georgiana;F;english
Georgie;M,F;english
Georgina;F;english, dutch, german
Georgine;F;french
Georgios;M;greek, ancient greek
Georgiy;M;russian
Georgo;M;esperanto
Geraint;M;welsh, welsh mythology
Gerald;M;english
Geraldine;F;english
Geraldo;M;spanish
Gerallt;M;welsh
Gerard;M;english, dutch
Gerardo;M;italian, spanish
Gerasim;M;russian
Gerasimos;M;greek
Gerben;M;dutch
Gerd;F;norse mythology
Gerda;F;scandinavian, german, dutch
Gereon;M;german
Gerfried;M;german
Gergely;M;hungarian
Gerhard;M;german, swedish
Gerhardt;M;german
Gerhold;M;german
Gerlach;M;german, dutch
Gerlinde;F;german
Germain;M;french
Germaine;F;french
German;M;
Germano;M;italian
Gernot;M;german
Gerolamo;M;italian
Gerolt;M;dutch
Geronimo;M;italian
Gerontius;M;late roman
Gerrard;M;english
Gerrit;M;dutch, frisian
Gerry;M,F;english
Gershom;M;biblical
Gershon;M;biblical
Gert;M;german
Gertie;F;english
Gertraud;F;german
Gertrud;F;german
Gertrude;F;english, german, dutch
Gertrudes;F;portuguese
Gertrudis;F;spanish
Gertruida;F;dutch
Gervais;M;french
Gervaise;F;french
Gervas;M;german
Gervase;M;english
Gervasio;M;italian, spanish, portuguese
Gervasius;M;
Gerwulf;M;
Gethin;M;welsh
Gethsemane;F;biblical
Ghada;F;arabic
Ghadir;F;arabic
Ghalib;M;arabic
Ghaliya;F;arabic
Ghassan;M;arabic
Ghayth;M;arabic
Gheorghe;M;romanian
Ghislain;M;french
Ghislaine;F;french
Ghufran;F;arabic
Gia;F;english
Giachetta;F;italian
Giacinta;F;italian
Giacinto;M;italian
Giacobbe;M;italian
Giacomo;M;italian
Giada;F;italian
Giambattista;M;italian
Giampaolo;M;italian
Giampiero;M;italian
Giancarlo;M;italian
Gianfranco;M;italian
Gianluca;M;italian
Gianluigi;M;italian
Gianmarco;M;italian
Gianmaria;M;italian
Gianna;F;italian
Gianni;M;italian
Giannino;M;italian
Gianpaolo;M;italian
Gianpiero;M;italian
Gib;M;english
Gideon;M;biblical, english, jewish
Giedre;F;lithuanian
Giedrius;M;lithuanian
Giffard;M;english
Gigi;F;french
Gijs;M;dutch
Gijsbert;M;dutch
Gil;M;spanish, portuguese, english, jewish
Gilad;M;jewish, biblical
Gilah;F;jewish
Gilbert;M;english, french, dutch
Gilberta;F;english, dutch, german
Gilberte;F;french
Gilbertine;F;
Gilberto;M;italian, spanish
Gilchrist;M;scottish
Gilda;F;italian
Giles;M;english
Gill;M;
Gilles;M;french
Gillespie;M;scottish
Gillian;F;english
Gillis;M;dutch
Gilroy;M;irish, scottish
Gina;F;italian, english, japanese
Ginette;F;english
Ginevra;F;italian
Ginger;F;english
Ginnie;F;english
Ginny;F;english
Gino;M;italian
Gintaras;M;lithuanian
Gintare;F;lithuanian
Gioacchino;M;italian
Gioachino;M;italian
Gioconda;F;italian
Giordano;M;italian
Giorgia;F;italian
Giorgina;F;italian
Giorgino;M;italian
Giorgio;M;italian
Giosetta;F;italian
Giosu;M;italian
Giovanna;F;italian
Giovannetta;F;italian
Giovanni;M;italian
Giraldo;M;italian
Girish;M;indian
Girolamo;M;italian
Gisa;F;german
Gisbert;M;german
Gisela;F;german, dutch, spanish
Gisèle;F;
